,date,google_trends_btc
945,2018-08-03,10
946,2018-08-04,10
947,2018-08-05,11
948,2018-08-06,11
949,2018-08-07,11
950,2018-08-08,11
951,2018-08-09,11
952,2018-08-10,11
953,2018-08-11,11
954,2018-08-12,10
955,2018-08-13,10
956,2018-08-14,10
957,2018-08-15,10
958,2018-08-16,10
959,2018-08-17,10
960,2018-08-18,10
961,2018-08-19,9
962,2018-08-20,9
963,2018-08-21,9
964,2018-08-22,9
965,2018-08-23,9
966,2018-08-24,9
967,2018-08-25,9
968,2018-08-26,10
969,2018-08-27,10
970,2018-08-28,10
971,2018-08-29,10
972,2018-08-30,10
973,2018-08-31,10
974,2018-09-01,10
975,2018-09-02,11
976,2018-09-03,11
977,2018-09-04,11
978,2018-09-05,11
979,2018-09-06,11
980,2018-09-07,11
981,2018-09-08,11
982,2018-09-09,9
983,2018-09-10,9
984,2018-09-11,9
985,2018-09-12,9
986,2018-09-13,9
987,2018-09-14,9
988,2018-09-15,9
989,2018-09-16,9
990,2018-09-17,9
991,2018-09-18,9
992,2018-09-19,9
993,2018-09-20,9
994,2018-09-21,9
995,2018-09-22,9
996,2018-09-23,8
997,2018-09-24,8
998,2018-09-25,8
999,2018-09-26,8
1000,2018-09-27,8
1001,2018-09-28,8
1002,2018-09-29,8
1003,2018-09-30,8
1004,2018-10-01,8
1005,2018-10-02,8
1006,2018-10-03,8
1007,2018-10-04,8
1008,2018-10-05,8
1009,2018-10-06,8
1010,2018-10-07,8
1011,2018-10-08,8
1012,2018-10-09,8
1013,2018-10-10,8
1014,2018-10-11,8
1015,2018-10-12,8
1016,2018-10-13,8
1017,2018-10-14,8
1018,2018-10-15,8
1019,2018-10-16,8
1020,2018-10-17,8
1021,2018-10-18,8
1022,2018-10-19,8
1023,2018-10-20,8
1024,2018-10-21,7
1025,2018-10-22,7
1026,2018-10-23,7
1027,2018-10-24,7
1028,2018-10-25,7
1029,2018-10-26,7
1030,2018-10-27,7
1031,2018-10-28,7
1032,2018-10-29,7
1033,2018-10-30,7
1034,2018-10-31,7
1035,2018-11-01,7
1036,2018-11-02,7
1037,2018-11-03,7
1038,2018-11-04,8
1039,2018-11-05,8
1040,2018-11-06,8
1041,2018-11-07,8
1042,2018-11-08,8
1043,2018-11-09,8
1044,2018-11-10,8
1045,2018-11-11,10
1046,2018-11-12,10
1047,2018-11-13,10
1048,2018-11-14,10
1049,2018-11-15,10
1050,2018-11-16,10
1051,2018-11-17,10
1052,2018-11-18,13
1053,2018-11-19,13
1054,2018-11-20,13
1055,2018-11-21,13
1056,2018-11-22,13
1057,2018-11-23,13
1058,2018-11-24,13
1059,2018-11-25,14
1060,2018-11-26,14
1061,2018-11-27,14
1062,2018-11-28,14
1063,2018-11-29,14
1064,2018-11-30,14
1065,2018-12-01,14
1066,2018-12-02,11
1067,2018-12-03,11
1068,2018-12-04,11
1069,2018-12-05,11
1070,2018-12-06,11
1071,2018-12-07,11
1072,2018-12-08,11
1073,2018-12-09,11
1074,2018-12-10,11
1075,2018-12-11,11
1076,2018-12-12,11
1077,2018-12-13,11
1078,2018-12-14,11
1079,2018-12-15,11
1080,2018-12-16,11
1081,2018-12-17,11
1082,2018-12-18,11
1083,2018-12-19,11
1084,2018-12-20,11
1085,2018-12-21,11
1086,2018-12-22,11
1087,2018-12-23,10
1088,2018-12-24,10
1089,2018-12-25,10
1090,2018-12-26,10
1091,2018-12-27,10
1092,2018-12-28,10
1093,2018-12-29,10
1094,2018-12-30,8
1095,2018-12-31,8
1096,2019-01-01,8
1097,2019-01-02,8
1098,2019-01-03,8
1099,2019-01-04,8
1100,2019-01-05,8
1101,2019-01-06,9
1102,2019-01-07,9
1103,2019-01-08,9
1104,2019-01-09,9
1105,2019-01-10,9
1106,2019-01-11,9
1107,2019-01-12,9
1108,2019-01-13,8
1109,2019-01-14,8
1110,2019-01-15,8
1111,2019-01-16,8
1112,2019-01-17,8
1113,2019-01-18,8
1114,2019-01-19,8
1115,2019-01-20,7
1116,2019-01-21,7
1117,2019-01-22,7
1118,2019-01-23,7
1119,2019-01-24,7
1120,2019-01-25,7
1121,2019-01-26,7
1122,2019-01-27,7
1123,2019-01-28,7
1124,2019-01-29,7
1125,2019-01-30,7
1126,2019-01-31,7
1127,2019-02-01,7
1128,2019-02-02,7
1129,2019-02-03,8
1130,2019-02-04,8
1131,2019-02-05,8
1132,2019-02-06,8
1133,2019-02-07,8
1134,2019-02-08,8
1135,2019-02-09,8
1136,2019-02-10,7
1137,2019-02-11,7
1138,2019-02-12,7
1139,2019-02-13,7
1140,2019-02-14,7
1141,2019-02-15,7
1142,2019-02-16,7
1143,2019-02-17,8
1144,2019-02-18,8
1145,2019-02-19,8
1146,2019-02-20,8
1147,2019-02-21,8
1148,2019-02-22,8
1149,2019-02-23,8
1150,2019-02-24,7
1151,2019-02-25,7
1152,2019-02-26,7
1153,2019-02-27,7
1154,2019-02-28,7
1155,2019-03-01,7
1156,2019-03-02,7
1157,2019-03-03,7
1158,2019-03-04,7
1159,2019-03-05,7
1160,2019-03-06,7
1161,2019-03-07,7
1162,2019-03-08,7
1163,2019-03-09,7
1164,2019-03-10,7
1165,2019-03-11,7
1166,2019-03-12,7
1167,2019-03-13,7
1168,2019-03-14,7
1169,2019-03-15,7
1170,2019-03-16,7
1171,2019-03-17,7
1172,2019-03-18,7
1173,2019-03-19,7
1174,2019-03-20,7
1175,2019-03-21,7
1176,2019-03-22,7
1177,2019-03-23,7
1178,2019-03-24,7
1179,2019-03-25,7
1180,2019-03-26,7
1181,2019-03-27,7
1182,2019-03-28,7
1183,2019-03-29,7
1184,2019-03-30,7
1185,2019-03-31,12
1186,2019-04-01,12
1187,2019-04-02,12
1188,2019-04-03,12
1189,2019-04-04,12
1190,2019-04-05,12
1191,2019-04-06,12
1192,2019-04-07,10
1193,2019-04-08,10
1194,2019-04-09,10
1195,2019-04-10,10
1196,2019-04-11,10
1197,2019-04-12,10
1198,2019-04-13,10
1199,2019-04-14,8
1200,2019-04-15,8
1201,2019-04-16,8
1202,2019-04-17,8
1203,2019-04-18,8
1204,2019-04-19,8
1205,2019-04-20,8
1206,2019-04-21,9
1207,2019-04-22,9
1208,2019-04-23,9
1209,2019-04-24,9
1210,2019-04-25,9
1211,2019-04-26,9
1212,2019-04-27,9
1213,2019-04-28,8
1214,2019-04-29,8
1215,2019-04-30,8
1216,2019-05-01,8
1217,2019-05-02,8
1218,2019-05-03,8
1219,2019-05-04,8
1220,2019-05-05,11
1221,2019-05-06,11
1222,2019-05-07,11
1223,2019-05-08,11
1224,2019-05-09,11
1225,2019-05-10,11
1226,2019-05-11,11
1227,2019-05-12,18
1228,2019-05-13,18
1229,2019-05-14,18
1230,2019-05-15,18
1231,2019-05-16,18
1232,2019-05-17,18
1233,2019-05-18,18
1234,2019-05-19,13
1235,2019-05-20,13
1236,2019-05-21,13
1237,2019-05-22,13
1238,2019-05-23,13
1239,2019-05-24,13
1240,2019-05-25,13
1241,2019-05-26,14
1242,2019-05-27,14
1243,2019-05-28,14
1244,2019-05-29,14
1245,2019-05-30,14
1246,2019-05-31,14
1247,2019-06-01,14
1248,2019-06-02,12
1249,2019-06-03,12
1250,2019-06-04,12
1251,2019-06-05,12
1252,2019-06-06,12
1253,2019-06-07,12
1254,2019-06-08,12
1255,2019-06-09,11
1256,2019-06-10,11
1257,2019-06-11,11
1258,2019-06-12,11
1259,2019-06-13,11
1260,2019-06-14,11
1261,2019-06-15,11
1262,2019-06-16,16
1263,2019-06-17,16
1264,2019-06-18,16
1265,2019-06-19,16
1266,2019-06-20,16
1267,2019-06-21,16
1268,2019-06-22,16
1269,2019-06-23,25
1270,2019-06-24,25
1271,2019-06-25,25
1272,2019-06-26,25
1273,2019-06-27,25
1274,2019-06-28,25
1275,2019-06-29,25
1276,2019-06-30,16
1277,2019-07-01,16
1278,2019-07-02,16
1279,2019-07-03,16
1280,2019-07-04,16
1281,2019-07-05,16
1282,2019-07-06,16
1283,2019-07-07,16
1284,2019-07-08,16
1285,2019-07-09,16
1286,2019-07-10,16
1287,2019-07-11,16
1288,2019-07-12,16
1289,2019-07-13,16
1290,2019-07-14,16
1291,2019-07-15,16
1292,2019-07-16,16
1293,2019-07-17,16
1294,2019-07-18,16
1295,2019-07-19,16
1296,2019-07-20,16
1297,2019-07-21,13
1298,2019-07-22,13
1299,2019-07-23,13
1300,2019-07-24,13
1301,2019-07-25,13
1302,2019-07-26,13
1303,2019-07-27,13
1304,2019-07-28,12
1305,2019-07-29,12
1306,2019-07-30,12
1307,2019-07-31,12
1308,2019-08-01,12
1309,2019-08-02,12
1310,2019-08-03,12
1311,2019-08-04,14
1312,2019-08-05,14
1313,2019-08-06,14
1314,2019-08-07,14
1315,2019-08-08,14
1316,2019-08-09,14
1317,2019-08-10,14
1318,2019-08-11,12
1319,2019-08-12,12
1320,2019-08-13,12
1321,2019-08-14,12
1322,2019-08-15,12
1323,2019-08-16,12
1324,2019-08-17,12
1325,2019-08-18,11
1326,2019-08-19,11
1327,2019-08-20,11
1328,2019-08-21,11
1329,2019-08-22,11
1330,2019-08-23,11
1331,2019-08-24,11
1332,2019-08-25,11
1333,2019-08-26,11
1334,2019-08-27,11
1335,2019-08-28,11
1336,2019-08-29,11
1337,2019-08-30,11
1338,2019-08-31,11
1339,2019-09-01,11
1340,2019-09-02,11
1341,2019-09-03,11
1342,2019-09-04,11
1343,2019-09-05,11
1344,2019-09-06,11
1345,2019-09-07,11
1346,2019-09-08,9
1347,2019-09-09,9
1348,2019-09-10,9
1349,2019-09-11,9
1350,2019-09-12,9
1351,2019-09-13,9
1352,2019-09-14,9
1353,2019-09-15,9
1354,2019-09-16,9
1355,2019-09-17,9
1356,2019-09-18,9
1357,2019-09-19,9
1358,2019-09-20,9
1359,2019-09-21,9
1360,2019-09-22,12
1361,2019-09-23,12
1362,2019-09-24,12
1363,2019-09-25,12
1364,2019-09-26,12
1365,2019-09-27,12
1366,2019-09-28,12
1367,2019-09-29,10
1368,2019-09-30,10
1369,2019-10-01,10
1370,2019-10-02,10
1371,2019-10-03,10
1372,2019-10-04,10
1373,2019-10-05,10
1374,2019-10-06,9
1375,2019-10-07,9
1376,2019-10-08,9
1377,2019-10-09,9
1378,2019-10-10,9
1379,2019-10-11,9
1380,2019-10-12,9
1381,2019-10-13,9
1382,2019-10-14,9
1383,2019-10-15,9
1384,2019-10-16,9
1385,2019-10-17,9
1386,2019-10-18,9
1387,2019-10-19,9
1388,2019-10-20,10
1389,2019-10-21,10
1390,2019-10-22,10
1391,2019-10-23,10
1392,2019-10-24,10
1393,2019-10-25,10
1394,2019-10-26,10
1395,2019-10-27,10
1396,2019-10-28,10
1397,2019-10-29,10
1398,2019-10-30,10
1399,2019-10-31,10
1400,2019-11-01,10
1401,2019-11-02,10
1402,2019-11-03,9
1403,2019-11-04,9
1404,2019-11-05,9
1405,2019-11-06,9
1406,2019-11-07,9
1407,2019-11-08,9
1408,2019-11-09,9
1409,2019-11-10,8
1410,2019-11-11,8
1411,2019-11-12,8
1412,2019-11-13,8
1413,2019-11-14,8
1414,2019-11-15,8
1415,2019-11-16,8
1416,2019-11-17,9
1417,2019-11-18,9
1418,2019-11-19,9
1419,2019-11-20,9
1420,2019-11-21,9
1421,2019-11-22,9
1422,2019-11-23,9
1423,2019-11-24,10
1424,2019-11-25,10
1425,2019-11-26,10
1426,2019-11-27,10
1427,2019-11-28,10
1428,2019-11-29,10
1429,2019-11-30,10
1430,2019-12-01,8
1431,2019-12-02,8
1432,2019-12-03,8
1433,2019-12-04,8
1434,2019-12-05,8
1435,2019-12-06,8
1436,2019-12-07,8
1437,2019-12-08,8
1438,2019-12-09,8
1439,2019-12-10,8
1440,2019-12-11,8
1441,2019-12-12,8
1442,2019-12-13,8
1443,2019-12-14,8
1444,2019-12-15,9
1445,2019-12-16,9
1446,2019-12-17,9
1447,2019-12-18,9
1448,2019-12-19,9
1449,2019-12-20,9
1450,2019-12-21,9
1451,2019-12-22,8
1452,2019-12-23,8
1453,2019-12-24,8
1454,2019-12-25,8
1455,2019-12-26,8
1456,2019-12-27,8
1457,2019-12-28,8
1458,2019-12-29,8
1459,2019-12-30,8
1460,2019-12-31,8
1461,2020-01-01,8
1462,2020-01-02,8
1463,2020-01-03,8
1464,2020-01-04,8
1465,2020-01-05,10
1466,2020-01-06,10
1467,2020-01-07,10
1468,2020-01-08,10
1469,2020-01-09,10
1470,2020-01-10,10
1471,2020-01-11,10
1472,2020-01-12,10
1473,2020-01-13,10
1474,2020-01-14,10
1475,2020-01-15,10
1476,2020-01-16,10
1477,2020-01-17,10
1478,2020-01-18,10
1479,2020-01-19,9
1480,2020-01-20,9
1481,2020-01-21,9
1482,2020-01-22,9
1483,2020-01-23,9
1484,2020-01-24,9
1485,2020-01-25,9
1486,2020-01-26,10
1487,2020-01-27,10
1488,2020-01-28,10
1489,2020-01-29,10
1490,2020-01-30,10
1491,2020-01-31,10
1492,2020-02-01,10
1493,2020-02-02,10
1494,2020-02-03,10
1495,2020-02-04,10
1496,2020-02-05,10
1497,2020-02-06,10
1498,2020-02-07,10
1499,2020-02-08,10
1500,2020-02-09,12
1501,2020-02-10,12
1502,2020-02-11,12
1503,2020-02-12,12
1504,2020-02-13,12
1505,2020-02-14,12
1506,2020-02-15,12
1507,2020-02-16,11
1508,2020-02-17,11
1509,2020-02-18,11
1510,2020-02-19,11
1511,2020-02-20,11
1512,2020-02-21,11
1513,2020-02-22,11
1514,2020-02-23,11
1515,2020-02-24,11
1516,2020-02-25,11
1517,2020-02-26,11
1518,2020-02-27,11
1519,2020-02-28,11
1520,2020-02-29,11
1521,2020-03-01,10
1522,2020-03-02,10
1523,2020-03-03,10
1524,2020-03-04,10
1525,2020-03-05,10
1526,2020-03-06,10
1527,2020-03-07,10
1528,2020-03-08,18
1529,2020-03-09,18
1530,2020-03-10,18
1531,2020-03-11,18
1532,2020-03-12,18
1533,2020-03-13,18
1534,2020-03-14,18
1535,2020-03-15,20
1536,2020-03-16,20
1537,2020-03-17,20
1538,2020-03-18,20
1539,2020-03-19,20
1540,2020-03-20,20
1541,2020-03-21,20
1542,2020-03-22,14
1543,2020-03-23,14
1544,2020-03-24,14
1545,2020-03-25,14
1546,2020-03-26,14
1547,2020-03-27,14
1548,2020-03-28,14
1549,2020-03-29,12
1550,2020-03-30,12
1551,2020-03-31,12
1552,2020-04-01,12
1553,2020-04-02,12
1554,2020-04-03,12
1555,2020-04-04,12
1556,2020-04-05,13
1557,2020-04-06,13
1558,2020-04-07,13
1559,2020-04-08,13
1560,2020-04-09,13
1561,2020-04-10,13
1562,2020-04-11,13
1563,2020-04-12,12
1564,2020-04-13,12
1565,2020-04-14,12
1566,2020-04-15,12
1567,2020-04-16,12
1568,2020-04-17,12
1569,2020-04-18,12
1570,2020-04-19,12
1571,2020-04-20,12
1572,2020-04-21,12
1573,2020-04-22,12
1574,2020-04-23,12
1575,2020-04-24,12
1576,2020-04-25,12
1577,2020-04-26,15
1578,2020-04-27,15
1579,2020-04-28,15
1580,2020-04-29,15
1581,2020-04-30,15
1582,2020-05-01,15
1583,2020-05-02,15
1584,2020-05-03,17
1585,2020-05-04,17
1586,2020-05-05,17
1587,2020-05-06,17
1588,2020-05-07,17
1589,2020-05-08,17
1590,2020-05-09,17
1591,2020-05-10,20
1592,2020-05-11,20
1593,2020-05-12,20
1594,2020-05-13,20
1595,2020-05-14,20
1596,2020-05-15,20
1597,2020-05-16,20
1598,2020-05-17,14
1599,2020-05-18,14
1600,2020-05-19,14
1601,2020-05-20,14
1602,2020-05-21,14
1603,2020-05-22,14
1604,2020-05-23,14
1605,2020-05-24,12
1606,2020-05-25,12
1607,2020-05-26,12
1608,2020-05-27,12
1609,2020-05-28,12
1610,2020-05-29,12
1611,2020-05-30,12
1612,2020-05-31,12
1613,2020-06-01,12
1614,2020-06-02,12
1615,2020-06-03,12
1616,2020-06-04,12
1617,2020-06-05,12
1618,2020-06-06,12
1619,2020-06-07,11
1620,2020-06-08,11
1621,2020-06-09,11
1622,2020-06-10,11
1623,2020-06-11,11
1624,2020-06-12,11
1625,2020-06-13,11
1626,2020-06-14,10
1627,2020-06-15,10
1628,2020-06-16,10
1629,2020-06-17,10
1630,2020-06-18,10
1631,2020-06-19,10
1632,2020-06-20,10
1633,2020-06-21,10
1634,2020-06-22,10
1635,2020-06-23,10
1636,2020-06-24,10
1637,2020-06-25,10
1638,2020-06-26,10
1639,2020-06-27,10
1640,2020-06-28,10
1641,2020-06-29,10
1642,2020-06-30,10
1643,2020-07-01,10
1644,2020-07-02,10
1645,2020-07-03,10
1646,2020-07-04,10
1647,2020-07-05,9
1648,2020-07-06,9
1649,2020-07-07,9
1650,2020-07-08,9
1651,2020-07-09,9
1652,2020-07-10,9
1653,2020-07-11,9
1654,2020-07-12,11
1655,2020-07-13,11
1656,2020-07-14,11
1657,2020-07-15,11
1658,2020-07-16,11
1659,2020-07-17,11
1660,2020-07-18,11
1661,2020-07-19,10
1662,2020-07-20,10
1663,2020-07-21,10
1664,2020-07-22,10
1665,2020-07-23,10
1666,2020-07-24,10
1667,2020-07-25,10
1668,2020-07-26,16
1669,2020-07-27,16
1670,2020-07-28,16
1671,2020-07-29,16
1672,2020-07-30,16
1673,2020-07-31,16
1674,2020-08-01,16
1675,2020-08-02,14
1676,2020-08-03,14
1677,2020-08-04,14
1678,2020-08-05,14
1679,2020-08-06,14
1680,2020-08-07,14
1681,2020-08-08,14
1682,2020-08-09,13
1683,2020-08-10,13
1684,2020-08-11,13
1685,2020-08-12,13
1686,2020-08-13,13
1687,2020-08-14,13
1688,2020-08-15,13
1689,2020-08-16,13
1690,2020-08-17,13
1691,2020-08-18,13
1692,2020-08-19,13
1693,2020-08-20,13
1694,2020-08-21,13
1695,2020-08-22,13
1696,2020-08-23,11
1697,2020-08-24,11
1698,2020-08-25,11
1699,2020-08-26,11
1700,2020-08-27,11
1701,2020-08-28,11
1702,2020-08-29,11
1703,2020-08-30,11
1704,2020-08-31,11
1705,2020-09-01,11
1706,2020-09-02,11
1707,2020-09-03,11
1708,2020-09-04,11
1709,2020-09-05,11
1710,2020-09-06,11
1711,2020-09-07,11
1712,2020-09-08,11
1713,2020-09-09,11
1714,2020-09-10,11
1715,2020-09-11,11
1716,2020-09-12,11
1717,2020-09-13,10
1718,2020-09-14,10
1719,2020-09-15,10
1720,2020-09-16,10
1721,2020-09-17,10
1722,2020-09-18,10
1723,2020-09-19,10
1724,2020-09-20,9
1725,2020-09-21,9
1726,2020-09-22,9
1727,2020-09-23,9
1728,2020-09-24,9
1729,2020-09-25,9
1730,2020-09-26,9
1731,2020-09-27,9
1732,2020-09-28,9
1733,2020-09-29,9
1734,2020-09-30,9
1735,2020-10-01,9
1736,2020-10-02,9
1737,2020-10-03,9
1738,2020-10-04,9
1739,2020-10-05,9
1740,2020-10-06,9
1741,2020-10-07,9
1742,2020-10-08,9
1743,2020-10-09,9
1744,2020-10-10,9
1745,2020-10-11,9
1746,2020-10-12,9
1747,2020-10-13,9
1748,2020-10-14,9
1749,2020-10-15,9
1750,2020-10-16,9
1751,2020-10-17,9
1752,2020-10-18,12
1753,2020-10-19,12
1754,2020-10-20,12
1755,2020-10-21,12
1756,2020-10-22,12
1757,2020-10-23,12
1758,2020-10-24,12
1759,2020-10-25,13
1760,2020-10-26,13
1761,2020-10-27,13
1762,2020-10-28,13
1763,2020-10-29,13
1764,2020-10-30,13
1765,2020-10-31,13
1766,2020-11-01,14
1767,2020-11-02,14
1768,2020-11-03,14
1769,2020-11-04,14
1770,2020-11-05,14
1771,2020-11-06,14
1772,2020-11-07,14
1773,2020-11-08,15
1774,2020-11-09,15
1775,2020-11-10,15
1776,2020-11-11,15
1777,2020-11-12,15
1778,2020-11-13,15
1779,2020-11-14,15
1780,2020-11-15,21
1781,2020-11-16,21
1782,2020-11-17,21
1783,2020-11-18,21
1784,2020-11-19,21
1785,2020-11-20,21
1786,2020-11-21,21
1787,2020-11-22,23
1788,2020-11-23,23
1789,2020-11-24,23
1790,2020-11-25,23
1791,2020-11-26,23
1792,2020-11-27,23
1793,2020-11-28,23
1794,2020-11-29,20
1795,2020-11-30,20
1796,2020-12-01,20
1797,2020-12-02,20
1798,2020-12-03,20
1799,2020-12-04,20
1800,2020-12-05,20
1801,2020-12-06,16
1802,2020-12-07,16
1803,2020-12-08,16
1804,2020-12-09,16
1805,2020-12-10,16
1806,2020-12-11,16
1807,2020-12-12,16
1808,2020-12-13,26
1809,2020-12-14,26
1810,2020-12-15,26
1811,2020-12-16,26
1812,2020-12-17,26
1813,2020-12-18,26
1814,2020-12-19,26
1815,2020-12-20,26
1816,2020-12-21,26
1817,2020-12-22,26
1818,2020-12-23,26
1819,2020-12-24,26
1820,2020-12-25,26
1821,2020-12-26,26
1822,2020-12-27,41
1823,2020-12-28,41
1824,2020-12-29,41
1825,2020-12-30,41
1826,2020-12-31,41
1827,2021-01-01,41
